	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP101161.1_CP101161.1_3392	CP101161.1	CP101161.1	3392	3271217	3271627	1	D										Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]; Winged helix-turn-helix DNA-binding [PF13412.9]; MarR family [PF01047.25]					0
CP101161.1_CP101161.1_3393	CP101161.1	CP101161.1	3393	3271683	3272963	-1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]; Probable transposase [PF01385.22]					0
CP101161.1_CP101161.1_3394	CP101161.1	CP101161.1	3394	3273297	3274439	-1	C	K04095	cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]								Fic/DOC family [PF02661.21]; Fic/DOC family N-terminal [PF13784.9]; Sugar-specific transcriptional regulator TrmB [PF01978.22]					0
CP101161.1_CP101161.1_3395	CP101161.1	CP101161.1	3395	3274674	3276680	-1	D										TraG P-loop domain [PF19044.3]; AAA-like domain [PF12846.10]					0
CP101161.1_CP101161.1_3396	CP101161.1	CP101161.1	3396	3276680	3277699	-1	E															0
CP101161.1_CP101161.1_3397	CP101161.1	CP101161.1	3397	3277712	3278758	-1	C	K01992	ABC-2 type transport system permease protein								TrbL/VirB6 plasmid conjugal transfer like protein [PF19590.2]					0
CP101161.1_CP101161.1_3398	CP101161.1	CP101161.1	3398	3278946	3279833	-1	E															0
CP101161.1_CP101161.1_3399	CP101161.1	CP101161.1	3399	3279836	3281539	-1	E															0
CP101161.1_CP101161.1_3400	CP101161.1	CP101161.1	3400	3281527	3281940	-1	E															0
CP101161.1_CP101161.1_3401	CP101161.1	CP101161.1	3401	3282171	3282380	-1	E															0
CP101161.1_CP101161.1_3402	CP101161.1	CP101161.1	3402	3283327	3283455	-1	E															0
CP101161.1_CP101161.1_3403	CP101161.1	CP101161.1	3403	3283608	3284921	-1	C	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferase 4-like domain [PF13579.9]					0
CP101161.1_CP101161.1_3404	CP101161.1	CP101161.1	3404	3284945	3285964	-1	D										GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Male sterility protein [PF07993.15]; NmrA-like family [PF05368.16]					0
CP101161.1_CP101161.1_3405	CP101161.1	CP101161.1	3405	3285964	3286749	-1	D										GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; NmrA-like family [PF05368.16]					0
CP101161.1_CP101161.1_3406	CP101161.1	CP101161.1	3406	3287047	3288390	-1	D										Sulfatase [PF00884.26]; Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]; Metalloenzyme superfamily [PF01676.21]					0
CP101161.1_CP101161.1_3407	CP101161.1	CP101161.1	3407	3288401	3289654	-1	D										Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF13524.9]; Glycosyltransferase Family 4 [PF13439.9]	GT4; GT5	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132; 2.4.1.11,2.4.1.183,2.4.1.21,2.4.1.-,2.4.1.242	GT4.hmm	0
CP101161.1_CP101161.1_3408	CP101161.1	CP101161.1	3408	3289711	3290886	-1	D										Sulfatase [PF00884.26]					0
CP101161.1_CP101161.1_3409	CP101161.1	CP101161.1	3409	3290985	3292481	1	D										Sulfatase [PF00884.26]; Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]					0
CP101161.1_CP101161.1_3410	CP101161.1	CP101161.1	3410	3292871	3293791	1	E															0
CP101161.1_CP101161.1_3411	CP101161.1	CP101161.1	3411	3293898	3295409	1	D										Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]					0
CP101161.1_CP101161.1_3412	CP101161.1	CP101161.1	3412	3295802	3297214	1	D										Polysaccharide biosynthesis protein [PF13440.9]; Polysaccharide biosynthesis protein [PF01943.20]; Polysaccharide biosynthesis C-terminal domain [PF14667.9]; Lipid II flippase MurJ [PF03023.17]					0
CP101161.1_CP101161.1_3413	CP101161.1	CP101161.1	3413	3297278	3298579	-1	E															0
CP101161.1_CP101161.1_3414	CP101161.1	CP101161.1	3414	3299377	3300495	-1	D										Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	0
CP101161.1_CP101161.1_3415	CP101161.1	CP101161.1	3415	3300631	3301539	-1	C	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
CP101161.1_CP101161.1_3416	CP101161.1	CP101161.1	3416	3301579	3302655	-1	D										Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.22]					0
CP101161.1_CP101161.1_3417	CP101161.1	CP101161.1	3417	3302813	3303673	1	D										Methyltransferase domain [PF13578.9]; Cephalosporin hydroxylase [PF04989.15]; O-methyltransferase [PF01596.20]					0
CP101161.1_CP101161.1_3418	CP101161.1	CP101161.1	3418	3304448	3305041	-1	D										Family of unknown function (DUF6735) [PF20509.1]					0
CP101161.1_CP101161.1_3419	CP101161.1	CP101161.1	3419	3305229	3305588	1	E															0
CP101161.1_CP101161.1_3420	CP101161.1	CP101161.1	3420	3306071	3306457	1	E															0
CP101161.1_CP101161.1_3421	CP101161.1	CP101161.1	3421	3306454	3306795	1	E															0
CP101161.1_CP101161.1_3422	CP101161.1	CP101161.1	3422	3306895	3307134	1	E															0
CP101161.1_CP101161.1_3423	CP101161.1	CP101161.1	3423	3307171	3307704	1	E															0
CP101161.1_CP101161.1_3424	CP101161.1	CP101161.1	3424	3309904	3310776	-1	E															0
CP101161.1_CP101161.1_3425	CP101161.1	CP101161.1	3425	3311011	3311208	1	E															0
CP101161.1_CP101161.1_3426	CP101161.1	CP101161.1	3426	3312016	3312414	1	E															0
CP101161.1_CP101161.1_3427	CP101161.1	CP101161.1	3427	3312546	3312914	1	D										Uncharacterised protein family (UPF0175) [PF03683.16]					0
CP101161.1_CP101161.1_3428	CP101161.1	CP101161.1	3428	3312911	3313417	1	E															0
CP101161.1_CP101161.1_3429	CP101161.1	CP101161.1	3429	3313529	3313894	-1	D										Family of unknown function (DUF6141) [PF19638.2]					0
CP101161.1_CP101161.1_3430	CP101161.1	CP101161.1	3430	3314172	3317903	1	C	K06930	HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins								GAF and HTH_10 associated domain [PF15915.8]; PAS fold [PF08447.15]; HTH DNA binding domain [PF04967.15]; GAF domain [PF13185.9]; PAS fold [PF08448.13]; PAS domain [PF13426.10]; PAS fold [PF00989.28]; GAF domain [PF01590.29]; GAF domain [PF13492.9]					0
CP101161.1_CP101161.1_3431	CP101161.1	CP101161.1	3431	3318064	3318630	1	D										HTH DNA binding domain [PF04967.15]; Helix-turn-helix domain [PF12840.10]					0
CP101161.1_CP101161.1_3432	CP101161.1	CP101161.1	3432	3318687	3319112	-1	D										Halobacterial output domain 1 [PF18545.4]					0
CP101161.1_CP101161.1_3433	CP101161.1	CP101161.1	3433	3320245	3321087	1	C	K07495	putative transposase								Transposase DDE domain [PF01609.24]					0
CP101161.1_CP101161.1_3434	CP101161.1	CP101161.1	3434	3322108	3322422	-1	D										Family of unknown function (DUF6516) [PF20126.2]					0
CP101161.1_CP101161.1_3435	CP101161.1	CP101161.1	3435	3323252	3323680	1	D										RNA polymerase Rpb2, domain 4 [PF04566.16]					0
CP101161.1_CP101161.1_3436	CP101161.1	CP101161.1	3436	3324760	3325887	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08448.13]; PAS domain [PF13426.10]; Histidine kinase-like ATPase domain [PF13581.9]					0
CP101161.1_CP101161.1_3437	CP101161.1	CP101161.1	3437	3326302	3326583	1	E															0
CP101161.1_CP101161.1_3438	CP101161.1	CP101161.1	3438	3327240	3328274	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS domain [PF13426.10]; PAS fold [PF00989.28]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS fold [PF08448.13]					0
CP101161.1_CP101161.1_3439	CP101161.1	CP101161.1	3439	3328495	3329403	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]					0
CP101161.1_CP101161.1_3440	CP101161.1	CP101161.1	3440	3330111	3330584	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13508.10]; FR47-like protein [PF08445.13]					0
CP101161.1_CP101161.1_3441	CP101161.1	CP101161.1	3441	3331025	3331678	1	E															0
CP101161.1_CP101161.1_3442	CP101161.1	CP101161.1	3442	3331805	3336415	-1	D										PKD domain [PF18911.3]					0
CP101161.1_CP101161.1_3443	CP101161.1	CP101161.1	3443	3336659	3340009	1	D										MalT-like TPR region [PF17874.4]					0
CP101161.1_CP101161.1_3444	CP101161.1	CP101161.1	3444	3340446	3343853	1	E															0
CP101161.1_CP101161.1_3445	CP101161.1	CP101161.1	3445	3343901	3344536	-1	E															0
CP101161.1_CP101161.1_3446	CP101161.1	CP101161.1	3446	3345009	3345764	1	E															0
CP101161.1_CP101161.1_3447	CP101161.1	CP101161.1	3447	3345990	3347180	-1	D										Phosphate transporter family [PF01384.23]					0
CP101161.1_CP101161.1_3448	CP101161.1	CP101161.1	3448	3347734	3348174	1	E															0
CP101161.1_CP101161.1_3449	CP101161.1	CP101161.1	3449	3348574	3348894	-1	E															0
CP101161.1_CP101161.1_3450	CP101161.1	CP101161.1	3450	3349160	3351178	1	D										Sodium:sulfate symporter transmembrane region [PF00939.22]; Citrate transporter [PF03600.19]					0
CP101161.1_CP101161.1_3451	CP101161.1	CP101161.1	3451	3351343	3352512	-1	D										FG-GAP repeat [PF14312.9]					0
CP101161.1_CP101161.1_3452	CP101161.1	CP101161.1	3452	3352773	3353624	-1	C	K14055	universal stress protein E								Universal stress protein family [PF00582.29]					0
CP101161.1_CP101161.1_3453	CP101161.1	CP101161.1	3453	3353683	3354984	-1	D										Domain of unknown function (DUF389) [PF04087.17]					0
CP101161.1_CP101161.1_3454	CP101161.1	CP101161.1	3454	3355560	3356696	1	D										FAD binding domain [PF01494.22]; Squalene epoxidase [PF08491.13]; FAD dependent oxidoreductase [PF01266.27]					0
CP101161.1_CP101161.1_3455	CP101161.1	CP101161.1	3455	3356765	3360808	-1	C	K06930	HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins								GAF and HTH_10 associated domain [PF15915.8]; PAS fold [PF08447.15]; HTH DNA binding domain [PF04967.15]; PAS domain [PF13426.10]; PAS fold [PF00989.28]; PAS fold [PF08448.13]; GAF domain [PF13185.9]; PAS fold [PF12860.10]; GAF domain [PF01590.29]; PAS domain [PF13188.10]; GAF domain [PF13492.9]					0
CP101161.1_CP101161.1_3456	CP101161.1	CP101161.1	3456	3360990	3361274	1	E															0
CP101161.1_CP101161.1_3457	CP101161.1	CP101161.1	3457	3361277	3361732	1	D										Helix-turn-helix domain [PF12840.10]					0
CP101161.1_CP101161.1_3458	CP101161.1	CP101161.1	3458	3361737	3362036	1	E															0
CP101161.1_CP101161.1_3459	CP101161.1	CP101161.1	3459	3362211	3362948	1	C	K07052	CAAX protease family protein	MER0937957	M79	MER0937957 - family M79 unassigned peptidases (Natronococcus occultus) [M79.UPW]#M79#{peptidase unit: 143-241}~source L0K2W7~	False	0.416	70.0	6.374e-12	Type II CAAX prenyl endopeptidase Rce1-like [PF02517.19]					0
CP101161.1_CP101161.1_3460	CP101161.1	CP101161.1	3460	3362977	3363804	-1	C	K01992	ABC-2 type transport system permease protein								ABC-2 family transporter protein [PF12679.10]					0
CP101161.1_CP101161.1_3461	CP101161.1	CP101161.1	3461	3363801	3364769	-1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.30]					0
CP101161.1_CP101161.1_3462	CP101161.1	CP101161.1	3462	3365026	3365883	1	E															0
CP101161.1_CP101161.1_3463	CP101161.1	CP101161.1	3463	3365905	3367323	-1	D										MatE [PF01554.21]; Lipid II flippase MurJ [PF03023.17]					0
CP101161.1_CP101161.1_3464	CP101161.1	CP101161.1	3464	3367464	3368366	1	E															0
CP101161.1_CP101161.1_3465	CP101161.1	CP101161.1	3465	3368541	3369392	1	C	K07396	putative protein-disulfide isomerase								Thioredoxin [PF13743.9]; DSBA-like thioredoxin domain [PF01323.23]; Thioredoxin [PF13462.9]					0
CP101161.1_CP101161.1_3466	CP101161.1	CP101161.1	3466	3369392	3370384	1	C	K07393	glutathionyl-hydroquinone reductase [EC:1.8.5.7]								Peroxidase [PF00141.26]; Glutathione S-transferase, N-terminal domain [PF13409.9]; Glutathione S-transferase, C-terminal domain [PF13410.9]; Glutathione S-transferase, C-terminal domain [PF00043.28]					0
CP101161.1_CP101161.1_3467	CP101161.1	CP101161.1	3467	3370368	3371105	1	D										AzlC protein [PF03591.17]					0
CP101161.1_CP101161.1_3468	CP101161.1	CP101161.1	3468	3371095	3371406	1	E															0
CP101161.1_CP101161.1_3469	CP101161.1	CP101161.1	3469	3371751	3372167	1	D										HR-like lesion-inducing [PF05514.14]					0
CP101161.1_CP101161.1_3470	CP101161.1	CP101161.1	3470	3372172	3373374	1	D										Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]					0
CP101161.1_CP101161.1_3471	CP101161.1	CP101161.1	3471	3373416	3374345	1	E															0
CP101161.1_CP101161.1_3472	CP101161.1	CP101161.1	3472	3374425	3375003	1	C	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)								NADPH-dependent FMN reductase [PF03358.18]; Flavodoxin-like fold [PF02525.20]					0
CP101161.1_CP101161.1_3473	CP101161.1	CP101161.1	3473	3375006	3375377	1	D										HxlR-like helix-turn-helix [PF01638.20]					0
CP101161.1_CP101161.1_3474	CP101161.1	CP101161.1	3474	3375476	3376615	1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.14]					0
CP101161.1_CP101161.1_3475	CP101161.1	CP101161.1	3475	3376682	3377398	1	D										HTH DNA binding domain [PF04967.15]					0
CP101161.1_CP101161.1_3476	CP101161.1	CP101161.1	3476	3377444	3378667	-1	D										Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]					0
