gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP104003.1_2746	703	Gene3D	Palm domain of DNA polymerase	324	513	3.2e-50	CP104003.1	2746
CP104003.1_2746	703	SUPERFAMILY	DNA/RNA polymerases	280	686	2.5e-69	CP104003.1	2746
CP104003.1_3532	324	SUPERFAMILY	lambda repressor-like DNA-binding domains	130	183	7.04e-09	CP104003.1	3532
CP104003.1_334	270	Pfam	HhH-GPD superfamily base excision DNA repair protein	57	204	1.2e-16	CP104003.1	334
CP104003.1_334	270	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	29	249	2.5e-47	CP104003.1	334
CP104003.1_2241	252	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	98	1.11e-08	CP104003.1	2241
CP104003.1_406	234	NCBIfam	RNA-guided endonuclease TnpB family protein	7	186	3.5e-40	CP104003.1	406
CP104003.1_406	234	Pfam	Putative transposase DNA-binding domain	119	186	2.8e-23	CP104003.1	406
CP104003.1_2821	235	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	163	223	8.78e-06	CP104003.1	2821
CP104003.1_2821	235	Pfam	HTH DNA binding domain	172	221	1.1e-18	CP104003.1	2821
CP104003.1_2561	244	Pfam	HTH DNA binding domain	175	226	1.8e-19	CP104003.1	2561
CP104003.1_2561	244	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	171	232	2.09e-07	CP104003.1	2561
CP104003.1_3279	897	Gene3D	DNA repair protein MutS, domain I	3	110	1.4e-29	CP104003.1	3279
CP104003.1_3279	897	NCBIfam	DNA mismatch repair protein MutS	8	807	0	CP104003.1	3279
CP104003.1_3279	897	SUPERFAMILY	DNA repair protein MutS, domain II	111	279	8.5e-25	CP104003.1	3279
CP104003.1_3279	897	SUPERFAMILY	DNA repair protein MutS, domain III	266	567	3.14e-67	CP104003.1	3279
CP104003.1_3279	897	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	40	817	0	CP104003.1	3279
CP104003.1_3279	897	SUPERFAMILY	DNA repair protein MutS, domain I	8	105	5.89e-27	CP104003.1	3279
CP104003.1_3701	75	PANTHER	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC1	1	74	6.4e-11	CP104003.1	3701
CP104003.1_3701	75	Pfam	RNA polymerase Rpb5, C-terminal domain	2	73	2e-26	CP104003.1	3701
CP104003.1_3701	75	SUPERFAMILY	RPB5-like RNA polymerase subunit	1	74	5.36e-23	CP104003.1	3701
CP104003.1_2768	274	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	82	1.47e-13	CP104003.1	2768
CP104003.1_4195	262	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	87	4.51e-11	CP104003.1	4195
CP119801.1_60	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	16	69	1.72e-06	CP119801.1	60
CP119801.1_53	180	Pfam	Homing endonuclease associated repeat	3	54	1.4e-21	CP119801.1	53
CP119801.1_53	180	Pfam	Homing endonuclease associated repeat	125	176	1.3e-18	CP119801.1	53
CP119801.1_53	180	Pfam	Homing endonuclease associated repeat	64	113	6.4e-14	CP119801.1	53
CP119801.1_63	226	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	69	3.84e-06	CP119801.1	63
CP119801.1_74	105	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	99	6.95e-15	CP119801.1	74
CP119801.1_25	319	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	19	269	8.6e-24	CP119801.1	25
Eyre_NODE_236_length_33155_cov_19.932_22	106	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	15	89	2.04e-13	Eyre_NODE_236_length_33155_cov_19.932	22
Eyre_NODE_236_length_33155_cov_19.932_25	323	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	245	6.8e-25	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_25	323	FunFam	DNA helicase	132	180	2.6e-08	Eyre_NODE_236_length_33155_cov_19.932	25
Eyre_NODE_236_length_33155_cov_19.932_15	136	Pfam	Homing endonuclease associated repeat	1	29	2.2e-09	Eyre_NODE_236_length_33155_cov_19.932	15
Eyre_NODE_236_length_33155_cov_19.932_5	594	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	506	587	1.52e-06	Eyre_NODE_236_length_33155_cov_19.932	5
Eyre_NODE_236_length_33155_cov_19.932_5	594	PANTHER	HELICASE MJ1565-RELATED	105	255	3.1e-19	Eyre_NODE_236_length_33155_cov_19.932	5
Eyre_NODE_236_length_33155_cov_19.932_5	594	Pfam	Helicase HerA, central domain	41	81	2.8e-07	Eyre_NODE_236_length_33155_cov_19.932	5
Eyresouth_NODE_101_length_48437_cov_7.17035_50	594	PANTHER	HELICASE MJ1565-RELATED	104	253	9.6e-18	Eyresouth_NODE_101_length_48437_cov_7.17035	50
Eyresouth_NODE_101_length_48437_cov_7.17035_50	594	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	506	587	1.33e-06	Eyresouth_NODE_101_length_48437_cov_7.17035	50
Eyresouth_NODE_101_length_48437_cov_7.17035_36	114	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	41	107	9.91e-10	Eyresouth_NODE_101_length_48437_cov_7.17035	36
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	245	6.3e-26	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_29	323	FunFam	DNA helicase	132	180	2.5e-09	Eyresouth_NODE_101_length_48437_cov_7.17035	29
Eyresouth_NODE_101_length_48437_cov_7.17035_1	249	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	12	242	9.3e-32	Eyresouth_NODE_101_length_48437_cov_7.17035	1
Eyresouth_NODE_218_length_34093_cov_9.73377_27	118	Pfam	HNH endonuclease	48	96	8.4e-10	Eyresouth_NODE_218_length_34093_cov_9.73377	27
Eyresouth_NODE_218_length_34093_cov_9.73377_31	353	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	257	329	2.2e-06	Eyresouth_NODE_218_length_34093_cov_9.73377	31
Eyresouth_NODE_218_length_34093_cov_9.73377_30	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	80	2.41e-06	Eyresouth_NODE_218_length_34093_cov_9.73377	30
FNFC01000002.1_145	331	NCBIfam	type I-B CRISPR-associated endonuclease Cas1b	6	331	1.1e-115	FNFC01000002.1	145
FNFC01000002.1_145	331	PANTHER	CRISPR-ASSOCIATED ENDONUCLEASE CAS1	5	331	3.9e-102	FNFC01000002.1	145
FNFC01000002.1_145	331	NCBIfam	CRISPR-associated endonuclease Cas1	8	324	1.5e-83	FNFC01000002.1	145
FNFC01000002.1_146	86	NCBIfam	CRISPR-associated endonuclease Cas2	1	66	2.5e-08	FNFC01000002.1	146
FNFC01000002.1_196	580	Gene3D	Beta Polymerase, domain 2	157	260	1e-28	FNFC01000002.1	196
FNFC01000002.1_196	580	PRINTS	DNA-polymerase family X pol beta-like signature	60	77	2.1e-06	FNFC01000002.1	196
FNFC01000002.1_196	580	PRINTS	DNA-polymerase family X pol beta-like signature	239	247	2.1e-06	FNFC01000002.1	196
FNFC01000002.1_196	580	PRINTS	DNA-polymerase family X pol beta-like signature	254	261	2.1e-06	FNFC01000002.1	196
FNFC01000002.1_196	580	PRINTS	DNA-polymerase family X pol beta-like signature	309	326	2.1e-06	FNFC01000002.1	196
FNFC01000002.1_196	580	Gene3D	DNA polymerase, thumb domain	261	337	6.3e-21	FNFC01000002.1	196
FNFC01000002.1_196	580	Pfam	DNA polymerase beta thumb	254	327	1.2e-18	FNFC01000002.1	196
FNFC01000002.1_196	580	SUPERFAMILY	DNA polymerase beta, N-terminal domain-like	3	83	1.11e-13	FNFC01000002.1	196
FNFC01000002.1_149	414	NCBIfam	RNA-guided endonuclease TnpB family protein	30	363	4.1e-50	FNFC01000002.1	149
FNFC01000002.1_149	414	Pfam	Putative transposase DNA-binding domain	297	364	2.3e-21	FNFC01000002.1	149
FNFC01000002.1_184	179	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	76	155	3.59e-17	FNFC01000002.1	184
FNFC01000002.1_184	179	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	73	1.08e-07	FNFC01000002.1	184
FNFC01000002.1_97	914	Pfam	DNA polymerase family B	467	800	2.8e-48	FNFC01000002.1	97
FNFC01000002.1_97	914	Pfam	DNA polymerase family B, exonuclease domain	81	386	1.6e-28	FNFC01000002.1	97
FNFC01000002.1_97	914	Gene3D	DNA Polymerase, chain B, domain 1	54	182	7.1e-21	FNFC01000002.1	97
FNFC01000002.1_97	914	SUPERFAMILY	DNA/RNA polymerases	469	908	1.28e-108	FNFC01000002.1	97
FNFC01000002.1_97	914	Gene3D	Palm domain of DNA polymerase	476	726	5.9e-59	FNFC01000002.1	97
FNFC01000002.1_97	914	PRINTS	DNA-directed DNA-polymerase family B signature	499	512	4.6e-09	FNFC01000002.1	97
FNFC01000002.1_97	914	PRINTS	DNA-directed DNA-polymerase family B signature	584	596	4.6e-09	FNFC01000002.1	97
FNFC01000002.1_97	914	PRINTS	DNA-directed DNA-polymerase family B signature	636	644	4.6e-09	FNFC01000002.1	97
FNFC01000002.1_97	914	PANTHER	DNA POLYMERASE CATALYTIC SUBUNIT	53	900	0	FNFC01000002.1	97
FNFC01000002.1_60	124	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	49	111	1.08e-14	FNFC01000002.1	60
FNFC01000002.1_316	552	SUPERFAMILY	ATP-dependent DNA ligase DNA-binding domain	2	237	8.11e-51	FNFC01000002.1	316
FNFC01000002.1_105	143	Pfam	Iron dependent repressor, N-terminal DNA binding domain	2	59	1.7e-18	FNFC01000002.1	105
FNFC01000002.1_105	143	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	60	4.06e-12	FNFC01000002.1	105
FNFC01000002.1_86	44	SUPERFAMILY	RNA polymerase subunits	1	42	2.3e-13	FNFC01000002.1	86
FNFC01000002.1_86	44	Gene3D	RNA polymerase ii, chain L	1	43	3e-14	FNFC01000002.1	86
FNFC01000002.1_86	44	Pfam	DNA directed RNA polymerase, 7 kDa subunit	3	34	7e-09	FNFC01000002.1	86
FNFC01000002.1_175	144	PANTHER	23S RRNA-SPECIFIC ENDONUCLEASE VAPC20	4	130	4.6e-34	FNFC01000002.1	175
FNFC01000002.1_67	1134	Pfam	HTH DNA binding domain	1077	1128	9.3e-18	FNFC01000002.1	67
FNFC01000002.1_313	106	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	103	2.2e-17	FNFC01000002.1	313
FNFC01000002.1_313	106	Pfam	RNA polymerases M/15 Kd subunit	1	27	1.5e-07	FNFC01000002.1	313
FNFC01000002.1_202	391	Gene3D	DNA primase, PRIM domain	1	390	1.2e-78	FNFC01000002.1	202
FNFC01000002.1_202	391	NCBIfam	eukaryotic-type DNA primase catalytic subunit PriS	12	342	1.5e-48	FNFC01000002.1	202
FNFC01000002.1_202	391	Pfam	DNA primase small subunit	97	322	2.5e-24	FNFC01000002.1	202
FNFC01000002.1_202	391	PANTHER	DNA PRIMASE SMALL SUBUNIT	27	339	6.7e-39	FNFC01000002.1	202
FNFC01000002.1_213	213	Pfam	HTH DNA binding domain	157	207	8.2e-20	FNFC01000002.1	213
FNFC01000002.1_143	941	NCBIfam	CRISPR-associated endonuclease Cas3''	31	236	5.1e-18	FNFC01000002.1	143
FNFC01000002.1_135	96	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	23	87	1.57e-07	FNFC01000002.1	135
FNFC01000002.1_322	258	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	76	4.91e-10	FNFC01000002.1	322
FNFC01000002.1_130	95	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	88	1.42e-06	FNFC01000002.1	130
FNFC01000002.1_133	1584	PANTHER	DNA2/NAM7 HELICASE FAMILY MEMBER	993	1551	3.8e-35	FNFC01000002.1	133
FNFC01000002.1_222	343	Pfam	HTH DNA binding domain	281	332	1.1e-15	FNFC01000002.1	222
FNFC01000002.1_233	304	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	99	2.99e-06	FNFC01000002.1	233
FNFC01000002.1_74	217	Pfam	HTH DNA binding domain	159	210	1.3e-22	FNFC01000002.1	74
FNFC01000002.1_3	540	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	477	533	2.62e-09	FNFC01000002.1	3
FNFC01000002.1_3	540	Pfam	HTH DNA binding domain	481	532	4.4e-20	FNFC01000002.1	3
FNFC01000002.1_188	218	Pfam	HTH DNA binding domain	157	209	6.5e-17	FNFC01000002.1	188
FNFC01000002.1_188	218	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	180	209	1.81e-06	FNFC01000002.1	188
FNFE01000011.1_84	402	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	12	363	3.9e-26	FNFE01000011.1	84
FNFE01000011.1_13	121	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	43	105	1.29e-08	FNFE01000011.1	13
FNFE01000011.1_12	353	NCBIfam	orc1/cdc6 family replication initiation protein	3	326	2.1e-54	FNFE01000011.1	12
FNFE01000011.1_11	412	FunFam	ORC1-type DNA replication protein	194	286	3.1e-26	FNFE01000011.1	11
FNFE01000011.1_11	412	Pfam	CDC6, C terminal winged helix domain	303	385	1.7e-16	FNFE01000011.1	11
FNFE01000011.1_11	412	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	287	390	3.81e-14	FNFE01000011.1	11
FNFE01000011.1_11	412	CDD	Cdc6_C	296	382	1.72156e-16	FNFE01000011.1	11
FNFE01000011.1_11	412	SMART	Cdc6_C_2	303	388	1.7e-11	FNFE01000011.1	11
FNFE01000011.1_11	412	FunFam	ORC1-type DNA replication protein	26	207	7.1e-58	FNFE01000011.1	11
FNFE01000011.1_11	412	NCBIfam	orc1/cdc6 family replication initiation protein	10	376	0	FNFE01000011.1	11
FNFE01000011.1_67	199	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	97	5.89e-17	FNFE01000011.1	67
FNFE01000011.1_81	87	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	82	6.67e-07	FNFE01000011.1	81
FNFE01000011.1_7	95	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	88	5.81e-20	FNFE01000011.1	7
FNFE01000011.1_1	66	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	53	3.17e-08	FNFE01000011.1	1
FOIS01000007.1_50	160	Pfam	HNH endonuclease	26	74	3.7e-08	FOIS01000007.1	50
FOIS01000007.1_38	83	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	20	78	3.35e-08	FOIS01000007.1	38
FOIS01000007.1_61	192	Pfam	HNH endonuclease	95	139	3.8e-09	FOIS01000007.1	61
FOIS01000007.1_61	192	SUPERFAMILY	His-Me finger endonucleases	71	140	7.3e-09	FOIS01000007.1	61
FOIS01000007.1_11	104	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	40	91	2e-08	FOIS01000007.1	11
FOIS01000007.1_67	115	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	14	63	2.28e-07	FOIS01000007.1	67
FOXI01000018.1_16	138	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	53	6.62e-14	FOXI01000018.1	16
FOXI01000018.1_29	95	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	33	72	1.04e-06	FOXI01000018.1	29
FOXI01000019.1_10	85	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	83	1.19e-06	FOXI01000019.1	10
FOXI01000019.1_1	412	SMART	Cdc6_C_2	304	387	5.4e-11	FOXI01000019.1	1
FOXI01000019.1_1	412	Pfam	CDC6, C terminal winged helix domain	304	386	5.9e-16	FOXI01000019.1	1
FOXI01000019.1_1	412	NCBIfam	orc1/cdc6 family replication initiation protein	12	376	2.2e-128	FOXI01000019.1	1
FOXI01000019.1_1	412	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	289	389	5.17e-16	FOXI01000019.1	1
FOXI01000019.1_1	412	CDD	Cdc6_C	299	383	2.96078e-16	FOXI01000019.1	1
Frome_NODE_208_length_31991_cov_42.105993_38	1167	Gene3D	Bifunctional DNA primase/polymerase domain	55	193	1.9e-06	Frome_NODE_208_length_31991_cov_42.105993	38
Frome_NODE_208_length_31991_cov_42.105993_29	81	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	68	4.33e-06	Frome_NODE_208_length_31991_cov_42.105993	29
Frome_NODE_208_length_31991_cov_42.105993_30	72	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	62	4.62e-11	Frome_NODE_208_length_31991_cov_42.105993	30
Frome_NODE_383_length_24936_cov_4.316346_21	323	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	245	3.4e-26	Frome_NODE_383_length_24936_cov_4.316346	21
Frome_NODE_383_length_24936_cov_4.316346_21	323	FunFam	DNA helicase	132	180	2.5e-09	Frome_NODE_383_length_24936_cov_4.316346	21
Gairdner_NODE_107_length_49922_cov_74.384603_2	81	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	78	3.41e-09	Gairdner_NODE_107_length_49922_cov_74.384603	2
Gairdner_NODE_107_length_49922_cov_74.384603_1	183	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	93	176	2.67e-09	Gairdner_NODE_107_length_49922_cov_74.384603	1
Gairdner_NODE_107_length_49922_cov_74.384603_41	79	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	75	7.45e-08	Gairdner_NODE_107_length_49922_cov_74.384603	41
Gairdner_NODE_107_length_49922_cov_74.384603_3	82	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	71	9.23e-07	Gairdner_NODE_107_length_49922_cov_74.384603	3
Gairdner_NODE_118_length_47723_cov_5.388856_2	105	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	99	1.31e-15	Gairdner_NODE_118_length_47723_cov_5.388856	2
Gairdner_NODE_118_length_47723_cov_5.388856_88	145	SUPERFAMILY	lambda repressor-like DNA-binding domains	85	134	4.56e-12	Gairdner_NODE_118_length_47723_cov_5.388856	88
Gairdner_NODE_144_length_43966_cov_7.457380_55	1143	Pfam	Primase C terminal 2 (PriCT-2)	219	294	6.9e-15	Gairdner_NODE_144_length_43966_cov_7.457380	55
Gairdner_NODE_1649_length_16492_cov_7.650423_1	672	Pfam	Helicase HerA, central domain	169	386	1.5e-06	Gairdner_NODE_1649_length_16492_cov_7.650423	1
Gairdner_NODE_167_length_41210_cov_9.888325_15	114	Pfam	HNH endonuclease	46	95	4.7e-09	Gairdner_NODE_167_length_41210_cov_9.888325	15
Gairdner_NODE_167_length_41210_cov_9.888325_50	182	SUPERFAMILY	GIY-YIG endonuclease	17	77	7.98e-06	Gairdner_NODE_167_length_41210_cov_9.888325	50
Gairdner_NODE_167_length_41210_cov_9.888325_2	85	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	13	65	5.31e-07	Gairdner_NODE_167_length_41210_cov_9.888325	2
Gairdner_NODE_200_length_38460_cov_9.422054_23	585	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	385	456	1.67e-06	Gairdner_NODE_200_length_38460_cov_9.422054	23
Gairdner_NODE_200_length_38460_cov_9.422054_25	102	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	81	3.2e-10	Gairdner_NODE_200_length_38460_cov_9.422054	25
Gairdner_NODE_200_length_38460_cov_9.422054_4	577	PANTHER	HELICASE MJ1565-RELATED	103	241	2.1e-24	Gairdner_NODE_200_length_38460_cov_9.422054	4
Gairdner_NODE_200_length_38460_cov_9.422054_4	577	Pfam	Helicase HerA, central domain	14	122	7.5e-07	Gairdner_NODE_200_length_38460_cov_9.422054	4
Gairdner_NODE_217_length_37248_cov_7.812599_7	688	FunFam	DNA helicase	130	179	1e-09	Gairdner_NODE_217_length_37248_cov_7.812599	7
Gairdner_NODE_217_length_37248_cov_7.812599_7	688	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	14	654	4.2e-159	Gairdner_NODE_217_length_37248_cov_7.812599	7
Gairdner_NODE_217_length_37248_cov_7.812599_37	662	Pfam	Helicase HerA, central domain	158	379	7.9e-11	Gairdner_NODE_217_length_37248_cov_7.812599	37
Gairdner_NODE_74_length_59309_cov_8.317565_60	417	Pfam	CDC6, C terminal winged helix domain	313	391	3.2e-09	Gairdner_NODE_74_length_59309_cov_8.317565	60
Gairdner_NODE_74_length_59309_cov_8.317565_60	417	NCBIfam	orc1/cdc6 family replication initiation protein	13	383	3e-88	Gairdner_NODE_74_length_59309_cov_8.317565	60
Gairdner_NODE_74_length_59309_cov_8.317565_60	417	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	300	398	1.9e-08	Gairdner_NODE_74_length_59309_cov_8.317565	60
Gairdner_NODE_74_length_59309_cov_8.317565_33	151	Pfam	HNH endonuclease	74	121	1.1e-09	Gairdner_NODE_74_length_59309_cov_8.317565	33
JAANTI010000009.1_37	138	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	53	6.62e-14	JAANTI010000009.1	37
JAANTI010000009.1_100	634	PANTHER	RAD25/XP-B DNA REPAIR HELICASE	149	609	2.2e-89	JAANTI010000009.1	100
JAANTI010000009.1_100	634	Pfam	ERCC3/RAD25/XPB C-terminal helicase	439	603	1.3e-21	JAANTI010000009.1	100
JAANTI010000009.1_87	177	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	134	9.58e-15	JAANTI010000009.1	87
JAANTI010000009.1_72	92	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	89	1.78e-20	JAANTI010000009.1	72
JAANTI010000009.1_25	95	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	33	72	1.04e-06	JAANTI010000009.1	25
JAANTI010000009.1_77	316	Pfam	HhH-GPD superfamily base excision DNA repair protein	55	188	1.3e-16	JAANTI010000009.1	77
JAANTI010000009.1_89	602	SUPERFAMILY	ATP-dependent DNA ligase DNA-binding domain	2	239	1.24e-51	JAANTI010000009.1	89
JAAOHU010000009.1_15	116	Pfam	HNH endonuclease	47	96	2.5e-09	JAAOHU010000009.1	15
JAAOHU010000009.1_19	706	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	16	689	0	JAAOHU010000009.1	19
JAAOHU010000009.1_19	706	FunFam	DNA helicase	142	190	2.3e-09	JAAOHU010000009.1	19
JAAOHU010000009.1_10	80	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	64	1.8e-07	JAAOHU010000009.1	10
JAAOHU010000009.1_16	97	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	94	4.39e-07	JAAOHU010000009.1	16
JABUQZ010000003.1_19	76	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	66	1.13e-08	JABUQZ010000003.1	19
JABUQZ010000003.1_107	79	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	69	1.6e-08	JABUQZ010000003.1	107
JABUQZ010000003.1_13	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	31	107	1.77e-06	JABUQZ010000003.1	13
JABUQZ010000003.1_34	96	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	90	4.55e-16	JABUQZ010000003.1	34
JABUQZ010000003.1_26	82	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	79	6.12e-10	JABUQZ010000003.1	26
JABUQZ010000003.1_50	128	Pfam	HNH endonuclease	21	70	2.1e-09	JABUQZ010000003.1	50
JABUQZ010000003.1_45	184	Pfam	HNH endonuclease	130	164	6.1e-10	JABUQZ010000003.1	45
JAJCVI010000002.1_384	227	Pfam	HTH DNA binding domain	169	220	1.3e-14	JAJCVI010000002.1	384
JAJCVI010000002.1_384	227	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	169	221	5.01e-06	JAJCVI010000002.1	384
JAJCVI010000002.1_481	147	Gene3D	Jelly Rolls	14	135	6.6e-19	JAJCVI010000002.1	481
JAJCVI010000002.1_574	81	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	23	71	8.33e-07	JAJCVI010000002.1	574
JAJCVI010000002.1_505	1007	Pfam	UvrA DNA-binding domain	327	429	1.4e-27	JAJCVI010000002.1	505
JAJCVI010000002.1_16	216	Pfam	HTH DNA binding domain	158	208	1.8e-12	JAJCVI010000002.1	16
JAJCVI010000002.1_477	333	Pfam	HTH DNA binding domain	155	206	6.1e-15	JAJCVI010000002.1	477
JAJCVI010000002.1_417	302	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	90	8.47e-19	JAJCVI010000002.1	417
JAJCVI010000002.1_545	188	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	28	67	9.69e-07	JAJCVI010000002.1	545
JAJCVI010000002.1_215	92	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	90	2.29e-12	JAJCVI010000002.1	215
JAJCVI010000002.1_86	106	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	103	7.5e-19	JAJCVI010000002.1	86
JAJCVI010000002.1_86	106	Pfam	RNA polymerases M/15 Kd subunit	1	27	1.3e-06	JAJCVI010000002.1	86
JAJCVI010000002.1_278	227	FunFam	Endonuclease III	131	212	6.4e-25	JAJCVI010000002.1	278
JAJCVI010000002.1_278	227	FunFam	Endonuclease III	27	138	5.5e-37	JAJCVI010000002.1	278
JAJCVI010000002.1_278	227	Pfam	HhH-GPD superfamily base excision DNA repair protein	40	175	6.5e-21	JAJCVI010000002.1	278
JAJCVI010000002.1_278	227	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	7	216	6.5e-71	JAJCVI010000002.1	278
JAJCVI010000002.1_278	227	NCBIfam	endonuclease III	10	201	5.5e-69	JAJCVI010000002.1	278
JAJCVI010000002.1_693	582	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	172	497	6.6e-20	JAJCVI010000002.1	693
JAJCVI010000002.1_752	424	NCBIfam	RNA-guided endonuclease TnpB family protein	13	373	1.1e-43	JAJCVI010000002.1	752
JAJCVI010000002.1_752	424	Pfam	Putative transposase DNA-binding domain	311	376	2.8e-17	JAJCVI010000002.1	752
JAJCVI010000002.1_220	258	Pfam	HTH DNA binding domain	202	253	1.4e-18	JAJCVI010000002.1	220
JAJCVI010000002.1_151	206	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	109	165	1.85e-09	JAJCVI010000002.1	151
JAJCVI010000002.1_593	217	Pfam	HTH DNA binding domain	161	212	2e-16	JAJCVI010000002.1	593
JAJCVI010000002.1_601	65	SUPERFAMILY	RNA polymerase subunits	3	65	1.91e-19	JAJCVI010000002.1	601
JAJCVI010000002.1_617	151	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	150	2.84e-40	JAJCVI010000002.1	617
